Rank,Title,Score,Type,Episodes,Aired_Date,Members
271,Gintama: Shiroyasha Koutan,8.36,Special,1,Sep 2008 - Sep 2008,"76,252 members"
272,K-On! Movie,8.36,Movie,1,Dec 2011 - Dec 2011,"359,842 members"
273,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.36,Movie,1,Aug 2009 - Aug 2009,"221,168 members"
274,Karakai Jouzu no Takagi-san 3,8.36,TV,12,Jan 2022 - Mar 2022,"215,595 members"
275,Kaze no Tani no Nausicaä,8.36,Movie,1,Mar 1984 - Mar 1984,"419,627 members"
276,Kizumonogatari I: Tekketsu-hen,8.36,Movie,1,Jan 2016 - Jan 2016,"588,952 members"
277,Versailles no Bara,8.36,TV,40,Oct 1979 - Sep 1980,"117,287 members"
278,"Violet Evergarden: Kitto ""Ai"" wo Shiru Hi ga Kuru no Darou",8.36,Special,1,Jul 2018 - Jul 2018,"377,467 members"
279,86,8.35,TV,11,Apr 2021 - Jun 2021,"1,003,809 members"
280,Fanren Xiu Xian Zhuan: Xinghai Feichi,8.35,ONA,48,Nov 2023 - Oct 2024,"4,422 members"
281,Fruits Basket: Prelude,8.35,Movie,1,Feb 2022 - Feb 2022,"134,163 members"
282,Fumetsu no Anata e,8.35,TV,20,Apr 2021 - Aug 2021,"1,015,255 members"
283,Girls Band Cry,8.35,TV,13,Apr 2024 - Jun 2024,"143,260 members"
284,Hibike! Euphonium 2,8.35,TV,13,Oct 2016 - Dec 2016,"260,288 members"
285,Jujutsu Kaisen 0 Movie,8.35,Movie,1,Dec 2021 - Dec 2021,"1,309,397 members"
286,Meitantei Conan Movie 26: Kurogane no Submarine,8.35,Movie,1,Apr 2023 - Apr 2023,"19,956 members"
287,Non Non Biyori Nonstop,8.35,TV,12,Jan 2021 - Mar 2021,"140,875 members"
288,Tunshi Xingkong 3rd Season,8.35,ONA,33,Sep 2022 - Apr 2023,"5,601 members"
289,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,8.35,TV,12,Jul 2020 - Sep 2020,"835,473 members"
290,Baccano!,8.34,TV,13,Jul 2007 - Nov 2007,"966,438 members"
291,Hellsing Ultimate,8.34,OVA,10,Feb 2006 - Dec 2012,"1,033,086 members"
292,IDOLiSH7 Third Beat! Part 2,8.34,TV,17,Oct 2022 - Feb 2023,"18,285 members"
293,Yofukashi no Uta Season 2,8.34,TV,12,Jul 2025 - Sep 2025,"264,702 members"
294,Bakuman. 2nd Season,8.33,TV,25,Oct 2011 - Mar 2012,"374,333 members"
295,Hyakuemu.,8.33,Movie,1,Sep 2025 - Sep 2025,"87,152 members"
296,Kimetsu no Yaiba: Mugen Ressha-hen,8.33,TV,7,Oct 2021 - Nov 2021,"1,006,065 members"
297,Kono Subarashii Sekai ni Shukufuku wo! 3,8.33,TV,11,Apr 2024 - Jun 2024,"571,003 members"
298,Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,8.33,TV,13,Jul 2020 - Sep 2020,"1,316,999 members"
299,Tensei shitara Slime Datta Ken 2nd Season,8.33,TV,12,Jan 2021 - Mar 2021,"1,140,660 members"
300,Bakemonogatari,8.32,TV,15,Jul 2009 - Jun 2010,"1,506,381 members"
301,Fate/stay night: Unlimited Blade Works 2nd Season,8.32,TV,13,Apr 2015 - Jun 2015,"932,186 members"
302,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,8.32,Movie,12,Mar 2022 - May 2022,"26,952 members"
303,Ginga Eiyuu Densetsu: Die Neue These - Sakubou,8.32,Movie,12,Sep 2022 - Nov 2022,"19,499 members"
304,Hunter x Hunter: Original Video Animation,8.32,OVA,8,Jan 2002 - Apr 2002,"138,382 members"
305,Kidou Senshi Gundam: The Origin,8.32,OVA,6,Feb 2015 - May 2018,"85,755 members"
306,Kiseijuu: Sei no Kakuritsu,8.32,TV,24,Oct 2014 - Mar 2015,"2,064,416 members"
307,Major S6,8.32,TV,25,Apr 2010 - Sep 2010,"67,746 members"
308,Natsume Yuujinchou: Itsuka Yuki no Hi ni,8.32,OVA,1,Feb 2014 - Feb 2014,"87,585 members"
309,NHK ni Youkoso!,8.32,TV,24,Jul 2006 - Dec 2006,"853,292 members"
310,One Outs,8.32,TV,25,Oct 2008 - Apr 2009,"259,585 members"
311,Psycho-Pass,8.32,TV,22,Oct 2012 - Mar 2013,"1,765,560 members"
312,Romeo no Aoi Sora,8.32,TV,33,Jan 1995 - Dec 1995,"56,526 members"
313,Super no Ura de Yani Suu Futari,8.32,TV,12,Jul 2026 - Sep 2026,"230,675 members"
314,Tunshi Xingkong 4th Season,8.32,ONA,175,Oct 2023 -,"6,570 members"
315,Uchuu Senkan Yamato 2199,8.32,OVA,26,May 2012 - Oct 2013,"127,463 members"
316,Uma Musume: Pretty Derby Season 2,8.32,TV,13,Jan 2021 - Mar 2021,"118,301 members"
317,Bocchi the Rock! Movie,8.31,Movie,2,Jun 2024 - Aug 2024,"74,688 members"
318,Boku dake ga Inai Machi,8.31,TV,12,Jan 2016 - Mar 2016,"2,322,659 members"
319,Diamond no Ace: Second Season,8.31,TV,51,Apr 2015 - Mar 2016,"152,862 members"
320,Luo Xiaohei Zhanji (Movie),8.31,Movie,1,Sep 2019 - Sep 2019,"47,493 members"
321,Mononoke Movie 2: Hinezumi,8.31,Movie,1,Mar 2025 - Mar 2025,"24,320 members"
322,Mushoku Tensei: Isekai Ittara Honki Dasu,8.31,TV,11,Jan 2021 - Mar 2021,"1,620,692 members"
323,Natsume Yuujinchou Go Specials,8.31,Special,2,Mar 2017 - Apr 2017,"52,994 members"
324,Sasaki to Miyano Movie: Sotsugyou-hen,8.31,Movie,1,Feb 2023 - Feb 2023,"63,741 members"
325,Usagi Drop,8.31,TV,11,Jul 2011 - Sep 2011,"529,001 members"
326,Dr. Stone: New World Part 2,8.30,TV,11,Oct 2023 - Dec 2023,"451,962 members"
327,Initial D Final Stage,8.30,TV,4,May 2014 - Jun 2014,"170,135 members"
328,Kemono no Souja Erin,8.30,TV,50,Jan 2009 - Dec 2009,"95,372 members"
329,Kobayashi-san Chi no Maid Dragon: Samishigariya no Ryuu,8.30,Movie,1,Jun 2025 - Jun 2025,"64,989 members"
330,Meitantei Conan Movie 06: Baker Street no Bourei,8.30,Movie,1,Apr 2002 - Apr 2002,"86,445 members"
331,Mushen Ji,8.30,ONA,?,Oct 2024 -,"16,381 members"
332,Natsume Yuujinchou,8.30,TV,13,Jul 2008 - Sep 2008,"594,465 members"
333,Ookami to Koushinryou II,8.30,TV,12,Jul 2009 - Sep 2009,"524,745 members"
334,Shiguang Dailiren: Yingdu Pian,8.30,ONA,6,Dec 2024 - Jan 2025,"73,187 members"
335,Tanoshii Muumin Ikka,8.30,TV,78,Apr 1990 - Oct 1991,"34,035 members"
336,Beck,8.29,TV,26,Oct 2004 - Mar 2005,"382,185 members"
337,Evangelion Movie 2: Ha,8.29,Movie,1,Jun 2009 - Jun 2009,"601,713 members"
338,Katanagatari,8.29,TV,12,Jan 2010 - Dec 2010,"598,347 members"
339,Kuroko no Basket 3rd Season,8.29,TV,25,Jan 2015 - Jun 2015,"841,666 members"
340,Naruto: Shippuuden,8.29,TV,500,Feb 2007 - Mar 2017,"2,786,682 members"
341,Redline,8.29,Movie,1,Aug 2009 - Aug 2009,"433,104 members"
342,Sakamichi no Apollon,8.29,TV,12,Apr 2012 - Jun 2012,"419,636 members"
343,Steins;Gate: Oukoubakko no Poriomania,8.29,Special,1,Feb 2012 - Feb 2012,"480,434 members"
344,Tensei shitara Slime Datta Ken 2nd Season Part 2,8.29,TV,12,Jul 2021 - Sep 2021,"936,684 members"
345,Tokyo Godfathers,8.29,Movie,1,Nov 2003 - Nov 2003,"335,658 members"
346,Wu Shan Wu Xing: Xichuan Huan Zi Lin,8.29,ONA,4,Jul 2023 - Aug 2023,"20,008 members"
347,Yuukoku no Moriarty Part 2,8.29,TV,13,Apr 2021 - Jun 2021,"297,341 members"
348,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,8.28,TV,11,Apr 2011 - Jun 2011,"1,724,354 members"
349,Diamond no Ace: Act II,8.28,TV,52,Apr 2019 - Mar 2020,"103,927 members"
350,Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,8.28,Movie,4,Nov 2019 - Nov 2019,"30,992 members"
351,Given,8.28,TV,11,Jul 2019 - Sep 2019,"647,030 members"
352,Kingdom 2nd Season,8.28,TV,39,Jun 2013 - Mar 2014,"153,685 members"
353,Kino no Tabi: The Beautiful World,8.28,TV,13,Apr 2003 - Jul 2003,"362,007 members"
354,Major: World Series,8.28,OVA,2,Dec 2011 - Jan 2012,"40,430 members"
355,Seishun Buta Yarou wa Randoseru Girl no Yume wo Minai,8.28,Movie,1,Dec 2023 - Dec 2023,"199,134 members"
356,Tunshi Xingkong 2nd Season,8.28,ONA,26,Dec 2021 - Sep 2022,"9,500 members"
357,Wu Liuqi: Jiyi Suipian,8.28,ONA,10,Oct 2024 - Nov 2024,"21,828 members"
358,Zombieland Saga Movie: Yumeginga Paradise,8.28,Movie,1,Oct 2025 - Oct 2025,"42,878 members"
359,Doukyuusei,8.27,Movie,1,Feb 2016 - Feb 2016,"300,696 members"
360,Gin no Saji 2nd Season,8.27,TV,11,Jan 2014 - Mar 2014,"156,349 members"
361,Haikyuu!! Movie 4: Concept no Tatakai,8.27,Movie,1,Sep 2017 - Sep 2017,"108,412 members"
362,Koukaku Kidoutai,8.27,Movie,1,Nov 1995 - Nov 1995,"719,116 members"
363,Rurouni Kenshin: Meiji Kenkaku Romantan,8.27,TV,94,Jan 1996 - Sep 1998,"528,725 members"
364,Seihantai na Kimi to Boku,8.27,TV,12,Jan 2026 - Mar 2026,"249,988 members"
365,Shen Yin Wangzuo 2nd Season,8.27,ONA,182,Nov 2022 - Apr 2026,"8,170 members"
366,Space☆Dandy 2nd Season,8.27,TV,13,Jul 2014 - Sep 2014,"184,448 members"
367,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.27,TV Special,1,Dec 2015 - Dec 2015,"294,535 members"
368,Tenki no Ko,8.27,Movie,1,Jul 2019 - Jul 2019,"1,149,843 members"
369,Dororo,8.26,TV,24,Jan 2019 - Jun 2019,"1,398,115 members"
370,Doupo Cangqiong 4th Season,8.26,ONA,24,Mar 2021 - Aug 2021,"10,631 members"
371,Dr. Stone,8.26,TV,24,Jul 2019 - Dec 2019,"1,989,510 members"
372,Dr. Stone: Science Future,8.26,TV,12,Jan 2025 - Mar 2025,"331,365 members"
373,Dr. Stone: Science Future Part 3,8.26,TV,13,Apr 2026 - Jun 2026,"192,785 members"
374,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.26,TV,11,Jan 2023 - Mar 2023,"303,363 members"
375,Fate/strange Fake,8.26,TV,13,Jan 2026 - Mar 2026,"189,653 members"
376,Fate/Zero,8.26,TV,13,Oct 2011 - Dec 2011,"1,618,565 members"
377,Gintama: Shinyaku Benizakura-hen,8.26,Special,1,Dec 2010 - Dec 2010,"48,224 members"
378,Hajime no Ippo: Mashiba vs. Kimura,8.26,OVA,1,Sep 2003 - Sep 2003,"130,285 members"
379,Hotarubi no Mori e,8.26,Movie,1,Sep 2011 - Sep 2011,"886,496 members"
380,Meitantei Conan: Episode One - Chiisaku Natta Meitantei,8.26,TV Special,1,Dec 2016 - Dec 2016,"34,898 members"
381,Shirobako,8.26,TV,24,Oct 2014 - Mar 2015,"474,101 members"
382,Tenkuu no Shiro Laputa,8.26,Movie,1,Aug 1986 - Aug 1986,"544,349 members"
383,Tsubasa: Tokyo Revelations,8.26,OVA,3,Nov 2007 - Mar 2008,"102,349 members"
384,Yi Nian Yong Heng 3rd Season,8.26,ONA,59,Jul 2024 - Jul 2025,"4,764 members"
385,Youjo Senki II,8.26,TV,12,Jul 2026 - Sep 2026,"262,276 members"
386,Yuru Camp△,8.26,TV,12,Jan 2018 - Mar 2018,"549,326 members"
387,Gyakkyou Burai Kaiji: Ultimate Survivor,8.25,TV,26,Oct 2007 - Apr 2008,"397,345 members"
388,Hajime no Ippo: Champion Road,8.25,TV Special,1,Apr 2003 - Apr 2003,"159,890 members"
389,Hunter x Hunter: Greed Island Final,8.25,OVA,14,Mar 2004 - Aug 2004,"158,524 members"
390,Koori no Jouheki,8.25,TV,14,Apr 2026 - Jul 2026,"148,565 members"
391,Kuroshitsuji Movie: Book of the Atlantic,8.25,Movie,1,Jan 2017 - Jan 2017,"229,342 members"
392,Nodame Cantabile,8.25,TV,23,Jan 2007 - Jun 2007,"334,606 members"
393,Re:Zero kara Hajimeru Isekai Seikatsu,8.25,TV,25,Apr 2016 - Sep 2016,"2,507,623 members"
394,Sennen Joyuu,8.25,Movie,1,Sep 2002 - Sep 2002,"214,691 members"
395,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.25,TV,25,Oct 2024 - Mar 2025,"285,767 members"
396,Shoujo Kakumei Utena,8.25,TV,39,Apr 1997 - Dec 1997,"253,394 members"
397,Shoujo Shuumatsu Ryokou,8.25,TV,12,Oct 2017 - Dec 2017,"412,941 members"
398,Tonari no Totoro,8.25,Movie,1,Apr 1988 - Apr 1988,"1,178,675 members"
399,Wu Liuqi: Anying Suming,8.25,ONA,10,Jan 2023 - Mar 2023,"42,513 members"
400,BanG Dream! It's MyGO!!!!!,8.24,TV,13,Jun 2023 - Sep 2023,"44,588 members"
401,Golden Kamuy 2nd Season,8.24,TV,12,Oct 2018 - Dec 2018,"243,860 members"
402,Gyakkyou Burai Kaiji: Hakairoku-hen,8.24,TV,26,Apr 2011 - Sep 2011,"216,545 members"
403,IDOLiSH7 Third Beat!,8.24,TV,13,Jul 2021 - Sep 2021,"27,292 members"
404,Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.24,TV,12,Oct 2023 - Dec 2023,"556,398 members"
405,Kamisama Hajimemashita◎,8.24,TV,12,Jan 2015 - Mar 2015,"479,001 members"
406,Kono Subarashii Sekai ni Shukufuku wo! 2,8.24,TV,10,Jan 2017 - Mar 2017,"1,674,900 members"
407,Majo no Takkyuubin,8.24,Movie,1,Jul 1989 - Jul 1989,"675,117 members"
408,Non Non Biyori Movie: Vacation,8.24,Movie,1,Aug 2018 - Aug 2018,"87,605 members"
409,Planetes,8.24,TV,26,Oct 2003 - Apr 2004,"285,221 members"
410,Shinsekai yori,8.24,TV,25,Sep 2012 - Mar 2013,"829,056 members"
411,Stranger: Mukou Hadan,8.24,Movie,1,Sep 2007 - Sep 2007,"357,679 members"
412,World Trigger 3rd Season,8.24,TV,14,Oct 2021 - Jan 2022,"143,994 members"
413,Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,8.23,TV,25,Oct 2016 - Apr 2017,"163,347 members"
414,Kono Sekai no Katasumi ni,8.23,Movie,1,Nov 2016 - Nov 2016,"211,908 members"
415,Liz to Aoi Tori,8.23,Movie,1,Apr 2018 - Apr 2018,"166,268 members"
416,Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,8.23,Movie,1,Oct 2012 - Oct 2012,"220,028 members"
417,Mimi wo Sumaseba,8.23,Movie,1,Jul 1995 - Jul 1995,"413,220 members"
418,Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,8.23,TV,13,Oct 2018 - Dec 2018,"1,993,089 members"
419,Suzume no Tojimari,8.23,Movie,1,Nov 2022 - Nov 2022,"522,609 members"
420,Bakemono no Ko,8.22,Movie,1,Jul 2015 - Jul 2015,"460,256 members"
421,Cardcaptor Sakura Movie 2: Fuuin Sareta Card,8.22,Movie,1,Jul 2000 - Jul 2000,"124,985 members"
422,Danshi Koukousei no Nichijou,8.22,TV,12,Jan 2012 - Mar 2012,"895,433 members"
423,Jujutsu Kaisen: Kaigyoku/Gyokusetsu,8.22,Movie,1,May 2025 - May 2025,"67,621 members"
424,Kaguya-hime no Monogatari,8.22,Movie,1,Nov 2013 - Nov 2013,"265,607 members"
425,Maison Ikkoku,8.22,TV,96,Mar 1986 - Mar 1988,"84,536 members"
426,Major S3,8.22,TV,26,Jan 2007 - Jun 2007,"74,861 members"
427,Nodame Cantabile Finale,8.22,TV,11,Jan 2010 - Mar 2010,"134,103 members"
428,Stand By Me Doraemon 2,8.22,Movie,1,Nov 2020 - Nov 2020,"43,193 members"
429,Trigun,8.22,TV,26,Apr 1998 - Sep 1998,"844,629 members"
430,Youjo Senki Movie,8.22,Movie,1,Feb 2019 - Feb 2019,"346,658 members"
431,Berserk: Ougon Jidai-hen III - Kourin,8.21,Movie,1,Feb 2013 - Feb 2013,"249,765 members"
432,Boku no Hero Academia 6th Season,8.21,TV,25,Oct 2022 - Mar 2023,"848,275 members"
433,Dragon Ball Super: Broly,8.21,Movie,1,Dec 2018 - Dec 2018,"478,835 members"
434,Dragon Ball Z,8.21,TV,291,Apr 1989 - Jan 1996,"1,340,641 members"
435,Gachiakuta,8.21,TV,24,Jul 2025 - Dec 2025,"548,505 members"
436,Haikyuu!! Movie 3: Sainou to Sense,8.21,Movie,1,Sep 2017 - Sep 2017,"112,135 members"
437,Kage no Jitsuryokusha ni Naritakute!,8.21,TV,20,Oct 2022 - Feb 2023,"895,249 members"
438,Major S1,8.21,TV,26,Nov 2004 - May 2005,"108,935 members"
439,Ookami to Koushinryou,8.21,TV,13,Jan 2008 - Mar 2008,"878,946 members"
440,ReLIFE: Kanketsu-hen,8.21,Special,4,Mar 2018 - Mar 2018,"454,750 members"
441,Saiki Kusuo no Ψ-nan: Kanketsu-hen,8.21,TV Special,1,Dec 2018 - Dec 2018,"254,133 members"
442,Spy x Family Season 3,8.21,TV,13,Oct 2025 - Dec 2025,"375,438 members"
443,Fruits Basket 1st Season,8.20,TV,25,Apr 2019 - Sep 2019,"963,140 members"
444,Futsutsuka na Akujo dewa Gozaimasu ga: Suuguu Chouso Torikae Den,8.20,TV,11,Jul 2026 - Sep 2026,"75,511 members"
445,Girls & Panzer Movie,8.20,Movie,1,Nov 2015 - Nov 2015,"132,720 members"
446,Initial D Second Stage,8.20,TV,13,Oct 1999 - Jan 2000,"267,812 members"
447,InuYasha: Kanketsu-hen,8.20,TV,26,Oct 2009 - Mar 2010,"309,407 members"
448,Kuroko no Basket 2nd Season,8.20,TV,25,Oct 2013 - Mar 2014,"938,751 members"
449,Magi: The Kingdom of Magic,8.20,TV,25,Oct 2013 - Mar 2014,"906,229 members"
450,Meitantei Conan Movie 13: Shikkoku no Chaser,8.20,Movie,1,Apr 2009 - Apr 2009,"65,753 members"
451,Senki Zesshou Symphogear XV,8.20,TV,13,Jul 2019 - Sep 2019,"44,526 members"
452,SKET Dance,8.20,TV,77,Apr 2011 - Sep 2012,"240,681 members"
453,Tengoku Daimakyou,8.20,TV,13,Apr 2023 - Jun 2023,"648,336 members"
454,Wu Liuqi: Zui Qiang Fa Xing Shi,8.20,ONA,10,Oct 2019 - Jan 2020,"100,726 members"
455,xxxHOLiC◆Kei,8.20,TV,13,Apr 2008 - Jun 2008,"157,197 members"
456,Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,8.20,TV,13,Apr 2015 - Jun 2015,"1,178,071 members"
457,Asobi Asobase,8.19,TV,12,Jul 2018 - Sep 2018,"543,562 members"
458,Boku no Kokoro no Yabai Yatsu,8.19,TV,12,Apr 2023 - Jun 2023,"461,005 members"
459,Bungou Stray Dogs 3rd Season,8.19,TV,12,Apr 2019 - Jun 2019,"719,105 members"
460,Cang Yuan Tu 2,8.19,ONA,36,Dec 2024 - Aug 2025,"2,708 members"
461,Cardcaptor Sakura,8.19,TV,70,Apr 1998 - Mar 2000,"491,571 members"
462,Fangkai Nage Nuwu,8.19,ONA,8,Mar 2026 - Apr 2026,"36,627 members"
463,Girls & Panzer: Saishuushou Part 3,8.19,Movie,1,Mar 2021 - Mar 2021,"49,254 members"
464,Great Pretender,8.19,TV,23,Jul 2020 - Dec 2020,"759,254 members"
465,Hunter x Hunter: Greed Island,8.19,OVA,8,Feb 2003 - Apr 2003,"184,232 members"
466,K-On!!,8.19,TV,26,Apr 2010 - Sep 2010,"763,732 members"
467,Kaijuu 8-gou,8.19,TV,12,Apr 2024 - Jun 2024,"758,466 members"
468,Kobayashi-san Chi no Maid Dragon S,8.19,TV,12,Jul 2021 - Sep 2021,"620,275 members"
469,Made in Abyss Movie 1: Tabidachi no Yoake,8.19,Movie,1,Jan 2019 - Jan 2019,"166,187 members"
470,Mushoku Tensei II: Isekai Ittara Honki Dasu,8.19,TV,12,Jul 2023 - Sep 2023,"793,275 members"
471,One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,8.19,TV Special,1,Aug 2013 - Aug 2013,"81,679 members"
472,Spy x Family Part 2,8.19,TV,13,Oct 2022 - Dec 2022,"1,160,222 members"
473,Vanitas no Karte Part 2,8.19,TV,12,Jan 2022 - Apr 2022,"353,056 members"
474,Yi Nian Yong Heng 2nd Season,8.19,ONA,54,Jul 2022 - Jul 2023,"9,903 members"
475,Yojouhan Time Machine Blues,8.19,ONA,6,Sep 2022 - Oct 2022,"66,546 members"
476,Ballroom e Youkoso,8.18,TV,24,Jul 2017 - Dec 2017,"366,545 members"
477,Black Lagoon: The Second Barrage,8.18,TV,12,Oct 2006 - Dec 2006,"581,787 members"
478,Digimon Adventure: Last Evolution Kizuna,8.18,Movie,1,Feb 2020 - Feb 2020,"63,833 members"
479,Fate/stay night: Unlimited Blade Works,8.18,TV,12,Oct 2014 - Dec 2014,"1,189,656 members"
480,Ganbare! Nakamura-kun!!,8.18,TV,13,Apr 2026 - Jun 2026,"67,304 members"
481,Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,8.18,Movie,4,Oct 2019 - Oct 2019,"41,819 members"
482,Hachimitsu to Clover II,8.18,TV,12,Jun 2006 - Sep 2006,"125,189 members"
483,Horimiya,8.18,TV,13,Jan 2021 - Apr 2021,"1,683,353 members"
484,Initial D Fourth Stage,8.18,TV,24,Apr 2004 - Feb 2006,"218,497 members"
485,Little Busters! Refrain,8.18,TV,13,Oct 2013 - Dec 2013,"177,973 members"
486,Major S2,8.18,TV,26,Dec 2005 - Jun 2006,"77,110 members"
487,Major S4,8.18,TV,26,Jan 2008 - Jun 2008,"70,087 members"
488,Meitantei Conan,8.18,TV,?,Jan 1996 -,"381,569 members"
489,Meitantei Conan Movie 20: Junkoku no Nightmare,8.18,Movie,1,Apr 2016 - Apr 2016,"47,736 members"
490,Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,8.18,Movie,1,Jan 2021 - Jan 2021,"54,246 members"
491,Nomad: Megalo Box 2,8.18,TV,13,Apr 2021 - Jun 2021,"232,668 members"
492,Non Non Biyori Repeat,8.18,TV,12,Jul 2015 - Sep 2015,"215,412 members"
493,Sasaki to Miyano,8.18,TV,12,Jan 2022 - Mar 2022,"243,989 members"
494,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,8.18,Movie,1,Sep 2008 - Sep 2008,"194,999 members"
495,Tensei shitara Slime Datta Ken 4th Season,8.18,TV,24,Apr 2026 - Sep 2026,"249,040 members"
496,Tsue to Tsurugi no Wistoria Season 2,8.18,TV,12,Apr 2026 - Jun 2026,"222,470 members"
497,xxxHOLiC Rou,8.18,OVA,2,Apr 2010 - Mar 2011,"86,926 members"
498,Yoru wa Mijikashi Arukeyo Otome,8.18,Movie,1,Apr 2017 - Apr 2017,"143,806 members"
499,Yubisaki to Renren,8.18,TV,12,Jan 2024 - Mar 2024,"362,070 members"
500,Aria the Natural,8.17,TV,26,Apr 2006 - Sep 2006,"86,967 members"
501,Bakuman.,8.17,TV,25,Oct 2010 - Apr 2011,"662,822 members"
502,Chihayafuru,8.17,TV,25,Oct 2011 - Mar 2012,"501,067 members"
503,"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",8.17,OVA,1,Dec 2016 - Dec 2016,"75,021 members"
504,Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,8.17,TV,13,Apr 2019 - Aug 2019,"28,963 members"
505,Kuroshitsuji: Midori no Majo-hen,8.17,TV,13,Apr 2025 - Jun 2025,"78,101 members"
506,One Piece Movie 14: Stampede,8.17,Movie,1,Aug 2019 - Aug 2019,"225,407 members"
507,Quanzhi Gaoshou Specials,8.17,ONA,3,Apr 2018 - May 2018,"113,403 members"
508,Seishun Buta Yarou wa Santa Claus no Yume wo Minai,8.17,TV,13,Jul 2025 - Sep 2025,"230,579 members"
509,Tamayura: Sotsugyou Shashin Part 4 - Ashita,8.17,Movie,1,Apr 2016 - Apr 2016,"13,953 members"
510,Yuukoku no Moriarty,8.17,TV,11,Oct 2020 - Dec 2020,"517,696 members"
511,Akira,8.16,Movie,1,Jul 1988 - Jul 1988,"969,987 members"
512,Bungou Stray Dogs 2nd Season,8.16,TV,12,Oct 2016 - Dec 2016,"964,154 members"
513,Higurashi no Naku Koro ni Kai,8.16,TV,24,Jul 2007 - Dec 2007,"524,895 members"
514,Jigokuraku 2nd Season,8.16,TV,12,Jan 2026 - Mar 2026,"418,495 members"
515,Lupin III: Cagliostro no Shiro,8.16,Movie,1,Dec 1979 - Dec 1979,"139,918 members"
516,No Game No Life: Zero,8.16,Movie,1,Jul 2017 - Jul 2017,"959,574 members"
517,Ouran Koukou Host Club,8.16,TV,26,Apr 2006 - Sep 2006,"1,245,858 members"
518,Sono Bisque Doll wa Koi wo Suru Season 2,8.16,TV,12,Jul 2025 - Sep 2025,"508,464 members"
519,Yuusha-Ou GaoGaiGar Final,8.16,OVA,8,Jan 2000 - Mar 2003,"13,069 members"
520,Ao Ashi,8.15,TV,24,Apr 2022 - Sep 2022,"265,588 members"
521,Ao no Hako,8.15,TV,25,Oct 2024 - Mar 2025,"355,264 members"
522,Dr. Stone: Stone Wars,8.15,TV,11,Jan 2021 - Mar 2021,"1,226,222 members"
523,Princess Tutu,8.15,TV,38,Aug 2002 - May 2003,"187,815 members"
524,The Fable,8.15,TV,25,Apr 2024 - Sep 2024,"114,815 members"
525,Black Clover,8.14,TV,170,Oct 2017 - Mar 2021,"1,938,022 members"
526,Boku no Hero Academia 7th Season,8.14,TV,21,May 2024 - Oct 2024,"507,717 members"
527,Cang Yuan Tu,8.14,ONA,26,Jun 2023 - Dec 2023,"5,830 members"
528,Dr. Stone: New World,8.14,TV,11,Apr 2023 - Jun 2023,"626,637 members"
529,Fate/stay night Movie: Heaven's Feel - I. Presage Flower,8.14,Movie,1,Oct 2017 - Oct 2017,"525,028 members"
530,Fate/strange Fake: Whispers of Dawn,8.14,TV Special,1,Jul 2023 - Jul 2023,"128,597 members"
531,Golden Kamuy 4th Season,8.14,TV,13,Oct 2022 - Jun 2023,"126,574 members"
532,Kaiba,8.14,TV,12,Apr 2008 - Jul 2008,"184,248 members"
533,Kaze Tachinu,8.14,Movie,1,Jul 2013 - Jul 2013,"394,100 members"
534,Kimetsu no Yaiba: Katanakaji no Sato-hen,8.14,TV,11,Apr 2023 - Jun 2023,"1,148,084 members"
535,Kotarou wa Hitorigurashi,8.14,ONA,10,Mar 2022 - Mar 2022,"211,956 members"
536,Lupin III: Part 5,8.14,TV,24,Apr 2018 - Sep 2018,"49,525 members"
537,Lycoris Recoil,8.14,TV,13,Jul 2022 - Sep 2022,"608,545 members"
538,Major: Message,8.14,OVA,1,Dec 2010 - Dec 2010,"44,460 members"
539,Non Non Biyori Nonstop: Bukatsu wo Ganbatta,8.14,OVA,1,Mar 2022 - Mar 2022,"39,899 members"
540,Noragami Aragoto,8.14,TV,13,Oct 2015 - Dec 2015,"1,568,611 members"
541,Stand By Me Doraemon,8.14,Movie,1,Aug 2014 - Aug 2014,"64,884 members"
542,Toaru Kagaku no Railgun T,8.14,TV,25,Jan 2020 - Sep 2020,"269,308 members"
543,Death Parade,8.13,TV,12,Jan 2015 - Mar 2015,"1,938,523 members"
